"Latitude";"Altitude";"Rainfall";"Frosts";"Year";"PMCno";"DBH";"Ht";"Surv";"Vig";"Ins_res";"Stem_Fm";"Crown_Fm";"Brnch_Fm";"Sp";"Utility"
-40,6;150;1250;-3;1983;2560;20,24;14,6;63;3;3,5;3;3,7;2,5;"am";"1"
-40,6;150;1250;-3;1983;1788;16,99;16,52;25;3;2,7;3,2;3,7;3,2;"ov";"0"
-39,6333333333333;100;850;-2;1980;1487;13,15;9,65;90;4,5;4;3,5;3,5;3;"fr";"1"
-40,95;180;1080;-3;1981;1787;3,77;4,88;88;4;3,5;4;4;4;"re";"1"
-40,95;180;1080;-3;1983;1;9,12;9,67;50;3;4;3;3;3;"co";"0"
-39;200;1400;-2;1980;1524;12,79;8,82;67,3474099538865;2,5;3;3,3;4;4;"rd";"0"
-39;200;1400;-2;1980;1362;26,5;10,97;68,3860940323273;3,5;3,5;3,7;4;3,7;"mn";"1"
-41,1333333333333;220;1050;-2;1983;2569;20,86;9,89;25;1,5;3;3;3;3;"nd";"0"
-41,2;160;1000;-3;1981;2428;10,9;9,8;4;3;2,5;2;3;4;"re";"0"
-39,7166666666667;150;900;-2;1986;2460;25,85;11,8;53,3100520943345;2,94808849705719;2,7371078429865;2,84201987930664;3,04030190748195;2,69908948545485;"am";"0"
-39,7166666666667;150;900;-2;1986;1596;30,15;13,73;58,8394278502722;2,91997206656518;2,73470110666415;2,835164906392;3,02472735685025;2,69625824627097;"nd";"0"
-40,1833333333333;130;1000;-3;1980;1522;21,6;12;40;4;3,7;3,5;3,5;3;"ob";"1"
-41,1333333333333;220;1050;-2;1983;1482;22,38;8,74;100;3,7;3;3,2;3,3;2,6;"fa";"1"
-39,7166666666667;150;900;-2;1986;3267;16,63;7,59;48,1445441817951;2,97430715882;2,73931544566191;2,84838081431276;3,05480444811685;2,70169415692465;"am";"0"
-40,95;180;1080;-3;1982;2631;6,97;5,23;25;2;3;2,5;2;3;"ka";"0"
-39,8333333333333;70;1000;-2;1981;1786;17,8;12,2;63;4,7;3,1;3;3;3;"fr";"1"
-40,95;180;1080;-3;1981;1111;6,29;4,62;100;3;2,5;2;2;2,5;"bxs";"0"
-41,1333333333333;220;1050;-2;1983;1252;10,36;7,54;100;2,7;3;2;2;2;"cr";"0"
-40,95;180;1080;-3;1983;1;6,77;7,19;75;3;3;2,7;3;3;"co";"0"
-40,95;180;1080;-3;1981;1780;3,51;4,68;25;1,5;1,5;2;2;3;"nc";"0"
-39,8333333333333;70;1000;-2;1981;1595;6,5;4,4;63;0,5;0,5;4;4,5;4;"jo";"0"
-40,1833333333333;130;1000;-3;1980;1596;24,5;12;20;4;4;4;4;2;"nd";"1"
-41,1333333333333;220;1050;-2;1983;2751;12,35;6,27;71;4;4;2,5;3,5;2,5;"fr";"1"
-40,95;180;1080;-3;1982;2550;17,6;14,08;50;5;3,5;4;4;3,5;"re";"1"
-40,1833333333333;130;1000;-3;1980;1523;12,7;9,3;80;2,9;4;3,2;3,9;3,4;"pu";"1"
-40,95;180;1080;-3;1981;1340;6,11;5,74;100;2,5;1,5;1,5;1;1;"sm";"0"
-39,6333333333333;100;850;-2;1980;1596;13,13;6,08;80;3,5;4;4;3,5;3,5;"nd";"1"
-41,2666666666667;300;1200;-3;1982;2426;11,85;7,47;50;3;3;4;3;3;"fa";"0"
-40,95;180;1080;-3;1982;2553;6,34;6,45;50;3;3;4;4;4;"re";"0"
-41,2666666666667;300;1200;-3;1982;1259;10,37;5,6;100;3;2;2;2;1;"ov";"0"
-41,2;160;1000;-3;1981;1482;15,9;8,8;75;4;3;3;2;2,5;"fa";"1"
-41,2666666666667;300;1200;-3;1982;1788;2,68;2,33;75;1;1,5;2;2;2;"ov";"0"
-40,95;180;1080;-3;1981;2562;8,83;8,6;63;3;3,5;3,5;3,5;3;"co";"0"
-39,6333333333333;100;850;-2;1980;1596;9,73;8,67;70;2,7;4;3,5;3,5;3,5;"nd";"1"
-40,95;180;1080;-3;1981;1171;13,6229756352721;8,53908813228722;64,4007378730861;2,5;2;1;1;1;"ka";"0"
-40;150;1300;-2;1983;1522;42,43;13,35;40;4;3,4;3;3,5;2,1;"ob";"1"
-41,2666666666667;300;1200;-3;1982;2635;8,58;7,48;100;3,5;3;2,5;3,5;3;"nd";"1"
-40;150;1300;-2;1983;2562;29,22;13,58;30;3,6;3,8;3,5;3,9;3,7;"co";"1"
-40,6;150;1250;-3;1983;2574;22,08;21,79;50;3,5;3;3,3;3,3;3;"re";"1"
-39,7166666666667;150;900;-2;1986;3275;28,19;10,57;48,0951601143502;2,97465276659111;2,73941796554682;2,84852740077841;3,05503719899027;2,70179947230215;"te";"0"
-41,2;160;1000;-3;1981;1482;15,4;15,8;4;3;3;3;3;3;"fa";"0"
-41,2;160;1000;-3;1981;1337;19,6;11,8;63;5;3;3,5;3;2;"ob";"1"
-40;150;1300;-2;1983;2570;24,87;11,66;40;3,3;3,4;3,5;4,1;3,4;"ob";"1"
-41,2;160;1000;-3;1981;1598;10,8;10;75;3;4;3;4;3;"pu";"1"
-40,1833333333333;130;1000;-3;1980;1523;20,8;12;20;3;4;3;3,5;3;"pu";"0"
-39,7166666666667;150;900;-2;1986;3275;17,35;6,51;48,0933422783598;2,97456761752988;2,73933781872517;2,84844438259768;3,05494876838048;2,70172045980948;"te";"0"
-40,1833333333333;130;1000;-3;1980;1596;17;12,6;50;4,3;4;3,2;4;3,5;"nd";"1"
-39;200;1400;-2;1980;1523;31,72;9,96;67,3564731524004;4,5;4;3,5;3,5;3;"pu";"1"
-41,1333333333333;220;1050;-2;1983;1482;21,8;8,52;100;2;3;3;3;3;"fa";"0"
-41,2666666666667;300;1200;-3;1982;1785;8,65;5,95;100;1,5;1;3;3;3;"ov";"0"
-41,2666666666667;300;1200;-3;1982;2570;16,93;8,1;75;2,5;2;2,5;2,5;2;"ob";"0"
-41,2;160;1000;-3;1981;1338;9,4;8,5;38;3;3;2;1,5;1;"el";"0"
-40;150;1300;-2;1983;2575;13,81;10,62;10;1,5;3;2;4;3;"rd";"0"
-39,6333333333333;100;850;-2;1980;1525;14,75;7,79;30;4;4;4;2,5;2;"si";"1"
-41,2;160;1000;-3;1981;1780;3,2;5,9;1,5;3;2;2;2;0;"nc";"0"
-40,1833333333333;130;1000;-3;1980;2088;10,3;9,4;80;3;2,5;3;3;3;"ni";"1"
-39,8333333333333;70;1000;-2;1981;2447;20,8;12,6;63;4;3;3,3;3,5;3,5;"fr";"1"
-40,95;180;1080;-3;1983;2571;8,75;7,27;38;3,5;2,5;3;4;3,3;"ov";"0"
-40,95;180;1080;-3;1981;1111;4,49;4,11;44;2,5;3;3;3;3;"bxs";"0"
-41,2;160;1000;-3;1981;1524;6,8;5,6;2;2;2;3;3;0;"rd";"0"
-40;150;1300;-2;1983;2573;32,97;14,24;40;3,2;4;3,1;3,3;3;"pu";"1"
-39,7166666666667;150;900;-2;1986;3269;24,72;11,29;48,1331684814549;2,97443878100231;2,73938365861899;2,8484615660051;3,05490960973854;2,70176246570429;"am";"0"
-39,6333333333333;100;850;-2;1980;1487;15,07;7,17;10;4;4;3,3;3;2;"fr";"1"
-40;150;1300;-2;1983;2552;33,89;14,24;20;3,1;3,5;3,2;3,8;2,5;"fr";"1"
-40,95;180;1080;-3;1981;2447;9,99;6,83;88;4;3;3,5;3;2,5;"fr";"1"
-40,95;180;1080;-3;1983;2548;23,63;11,82;88;4,5;4;3;2,5;2;"fa";"1"
-41,2;160;1000;-3;1981;1337;17,1;12,1;5;3;3,5;3;3;4;"ob";"0"
-41,2;160;1000;-3;1981;1787;13;9;88;4;3;3,5;3;3;"re";"1"
-40,95;180;1080;-3;1981;2447;7,62;5,39;100;3;3;3;3,5;3;"fr";"1"
-40,95;180;1080;-3;1983;2569;11,23;10,34;50;3;3,5;3,3;4;3,5;"nd";"1"
-40,95;180;1080;-3;1982;2635;5,86;4,36;75;3;3;3;4;3;"nd";"0"
-40,6;150;1250;-3;1983;2552;15,05;9,05;25;4;4;2;1,5;1;"fr";"0"
-40,95;180;1080;-3;1982;2426;53,86;5,01;100;2,5;3,5;3;3;3;"fa";"0"
-41,2666666666667;300;1200;-3;1982;1785;3,03;1,75;75;1;2;2;2;2;"ov";"0"
-41,1333333333333;220;1050;-2;1983;2552;18,88;9,59;75;3;3;3;3,3;3;"fr";"1"
-40;150;1300;-2;1983;2548;35,54;13,02;20;3,2;3,5;2,5;2,5;2,3;"fa";"1"
-41,2666666666667;300;1200;-3;1982;2575;9,84;5,67;100;1,5;1,5;2;2;2;"rd";"0"
-40,6;150;1250;-3;1983;2553;25,57;17,43;50;3,7;3;2,7;3;2;"re";"0"
-39,6333333333333;100;850;-2;1980;1362;10,32;6,5;50;2,3;2,5;3;3,5;3;"ma";"0"
-41,1333333333333;220;1050;-2;1983;2569;18,44;8,74;100;3,5;3,5;2,8;4;2,8;"nd";"1"
-40,95;180;1080;-3;1982;2571;6,42;8,24;25;3;2;4;4;4;"ov";"0"
-39,8333333333333;70;1000;-2;1981;1338;18,9;9;13;2;3,5;3;3,5;3;"el";"0"
-39,8333333333333;70;1000;-2;1981;1596;15,3;10,8;75;3;3;3;4;3,5;"nd";"1"
-40,95;180;1080;-3;1981;2469;9,88;8,94;88;4;3;3,5;3,5;3,5;"ob";"1"
