"unit_number";"proof_cut";"viscosity";"ink_temperature";"humifity";"roughness";"blade_pressure";"varnish_pct";"press_speed";"ink_pct";"solvent_pct";"ESA_Voltage";"ESA_Amperage";"wax";"hardener";"roller_durometer";"current_density";"anode_space_ratio";"chrome_content";"timestamp";"customer";"job_number";"grain_screened";"proof_on_ctd_ink";"paper_type";"ink_type";"solvent_type";"type_on_cylinder";"press_type";"press";"cylinder_size";"paper_mill_location";"plating_tank";"band_type"
5;52;37;14;73;0,75;30,7520993488519;9,6;1600;53,2;37,2;0;0;2,3;1;40;5;109,67;3;"19910314";"53";"47202";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1910";"noband"
9;40;64;16,5;82;0,5625;30;2,3;1900;57,5;40,2;0;0;1,3;0,8;30;5;106,45;3;"19910619";"69";"37199";"2";"3";"4";"1";"1";"2";"3";"824";"4";"1";"1910";"band"
9;37;44;15;85;0,75;34;0;1400;62,5;37,5;0;0;2,8;1;28;5;103,12;3;"19910212";"60";"37869";"2";"3";"4";"1";"1";"2";"4";"815";"2";"3";"1911";"noband"
7;47;54;14;65;0,625;25;16,1;1500;44,6;39,3;4;0;2,5;1;34;5;114,29;3;"19901010";"65";"25443";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1911";"band"
9;32;56;15,03;79;0,3125;28;5,3;2244;52,6;42,1;0;0;1,8;0,5;30;5;106,45;3;"19910610";"69";"37501";"2";"3";"2";"1";"1";"2";"4";"816";"4";"3";"1910";"noband"
2;40;54;15,2;88;0,875;31,5240390043486;5,9;2300;49,5;44,6;8;0;2,5;1;33;3;111,1;3;"19900730";"59";"34896";"2";"3";"2";"1";"1";"2";"3";"828";"4";"3";"1910";"noband"
7;47;41;18;74;0,5;30;17,7;1900;44,2;38,1;2;0;2,5;1;40;2;100;3;"19900409";"65";"25416";"3";"3";"4";"3";"1";"1";"3";"821";"4";"3";"1911";"band"
2;47;60;14,5;74;0,8125;20;8,6;1600;53,8;37,6;0;0;2;1,5;35;5;110;3;"19910529";"69";"37338";"2";"3";"2";"1";"1";"2";"3";"824";"4";"1";"1911";"noband"
1;40;60;15,5;73;0,75;28;0;1850;65,2;34,8;0;0;2,8;1;30;5;100;1;"19900913";"63";"34551";"2";"3";"2";"1";"1";"1";"4";"815";"3";"1";"1910";"band"
2;57;54;15,5;80;0,625;55;0;1600;62,5;37,5;0;0;3;0,5;45;5;103,3;3;"19900606";"54";"36859";"3";"3";"4";"2";"1";"1";"1";"802";"2";"3";"1911";"noband"
2;44,3112796512127;47;16,5;86;0,25;30,509717789138;5,41271515934867;1750;54,8266669095519;38,0106306544581;1,1859345785349;0,0476106984407799;2,1;2,1;34,2977308413221;5;109,6;2;"19930407";"64";"35661";"2";"3";"4";"3";"1";"2";"1";"816";"4";"3";"1910";"band"
9;35;43;13;75;0,75;28,651466484282;0;2000;62,5;37,5;0;0;2,5;1,1;30;5;100;3;"19901027";"71";"34996";"2";"3";"2";"1";"1";"2";"4";"816";"4";"3";"1910";"band"
2;55;44;15;70;0,625;28;8,2;1700;51;40,8;0;0;2,5;2;40;5;100;3;"19920110";"53";"47301";"3";"3";"4";"3";"1";"2";"4";"816";"2";"3";"1911";"band"
9;40;54;14,8;87;0,735790968405758;29;0;1000;58,8;41,2;0;0;2,9;1;40;5;106,45;3;"19901215";"25";"35525";"3";"3";"4";"3";"1";"1";"4";"815";"2";"3";"1910";"band"
1;55;54;13,23;79;1;30,8426241439496;18,9;1700;47,2;34;0;0;2;0,6;40;2;100;3;"19900507";"53";"47103";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1910";"noband"
9;40;54;15,59;89;1;32,1028397858502;1,2;1700;58,1;40,7;0;0;2,5;0,6;40;2;103,3;3;"19900507";"53";"47103";"2";"3";"2";"1";"1";"2";"2";"813";"2";"3";"1910";"noband"
2;40;41;15,5;76;0,75;28;3,6;1750;60,2;36,1;4;0;3;1;40;5;117,85;3;"19901218";"25";"35525";"3";"3";"4";"3";"1";"2";"4";"815";"2";"3";"1910";"noband"
9;45;54;18;90;0,5;26;8,3;1875;52,1;39,6;0;0;3;1;33;3;106,9;3;"19900814";"63";"34549";"2";"3";"2";"1";"1";"2";"4";"816";"3";"1";"1910";"noband"
2;47;50;17;70;0,5;30;4,58490497472101;2000;53,1734960558372;36,9146355718642;1,52425831304072;0,0263930237656695;2,2;0,7;31,7438086826696;5;103,225;3;"19920320";"59";"34293";"2";"3";"2";"1";"1";"2";"4";"816";"4";"3";"1910";"band"
7;30;54;15,8;68;0,75;25;6,4;2000;53,2;40,4;4;0;2,3;0,8;35;3;106,9;3;"19900812";"52";"34175";"2";"3";"2";"1";"1";"1";"3";"821";"4";"3";"1910";"noband"
9;50;42;16;88;0,75;33;11,5;1650;52,1;36,4;0;0;2,5;1;38;5;106,25;3;"19901206";"50";"36805";"3";"3";"4";"3";"1";"2";"4";"815";"4";"2";"1910";"noband"
7;42;52;13,9;76;0,625;25;0;1800;50;50;0;0;2,5;0,9;40;5;106,66;3;"19910503";"33";"23055";"3";"3";"4";"2";"1";"2";"3";"821";"4";"3";"1910";"band"
2;30;50;15,6;84;1;28,8344575964613;0;2400;58,8;41,2;4;0;2,5;0,9;33;3;96,8;3;"19900807";"6";"34585";"2";"3";"2";"1";"1";"2";"3";"828";"4";"1";"1910";"noband"
1;50;60;14;75;0,625;33;0;2000;65,2;34,8;0;0;0;0;35;5;96,9;3;"19900524";"43";"36648";"2";"3";"4";"1";"1";"2";"4";"815";"2";"1";"1911";"band"
2;60;66;14,5;85;0,25;35,906434101463;0;0,465713200847798;62,2;37,8;0;0;2,5;1;34;5;106,45;3;"19910629";"51";"37938";"3";"3";"4";"3";"1";"2";"4";"816";"2";"1";"1910";"band"
2;65;43;16;78;0,75;30;12;2100;46,3;41,7;0;0;2;1;40;5;100;3;"19901102";"48";"36165";"3";"3";"4";"3";"1";"1";"3";"828";"4";"3";"1910";"band"
9;40;62;16,1;78;0,5625;25;5,5;1800;55;39,5;0;0;1,6;1,5;30;5;103,23;3;"19910903";"64";"35874";"2";"2";"2";"1";"1";"1";"3";"824";"4";"3";"1911";"noband"
2;50;62;15,4;98;0,75;25;10,6;1750;48,1;41,3;0;0;2,8;1,3;33;5;110;3;"19910524";"40";"37915";"2";"3";"2";"1";"1";"2";"4";"815";"4";"3";"1910";"noband"
5;40;44;15,5;68;0,75;28,9926723239152;5,6;1750;55,6;38,9;0;0;1,5;0,5;35;5;103,125;3;"19910406";"11";"37822";"2";"3";"4";"1";"1";"2";"2";"813";"2";"3";"1910";"noband"
2;40;65;16,2;79;0,625;30;0;1500;62,5;37,5;4;0;2,5;1;38;5;106,45;3;"19910618";"18";"37003";"3";"3";"4";"2";"1";"2";"4";"815";"2";"3";"1910";"band"
9;30;56;17;72;0,75;30;0;2550;52,6;47,4;0;0;2;1;33;5;103,22;3;"19910611";"69";"37177";"2";"3";"2";"1";"1";"2";"3";"828";"4";"1";"1910";"noband"
9;40;47;14,43;76;0,75;16;7,2;2000;51,5;41,2;1;0;2,7;1,4;40;5;100;3;"19910303";"48";"37386";"3";"3";"4";"3";"1";"1";"3";"827";"4";"5";"1910";"band"
2;52;52;16;78;0,75;30;14,1;1250;50,5;53,4;0;0;3;0,9;34;5;103,22;3;"19901230";"65";"25502";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1911";"band"
2;42;52;18;70;0,625;45;0;1700;58,8;41,2;0;0;3;0,7;34;5;103,125;3;"19901007";"15";"38059";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"noband"
2;45;41;15,8;78;1;40;0;2300;62,5;37,5;4;0;2,5;1,4;35;5;100;3;"19901113";"48";"36167";"2";"3";"4";"1";"1";"2";"3";"828";"4";"4";"1910";"noband"
2;40;64;16;76;0,8125;23;4,8;1835;59,5;35,7;3;0;2;0,7;30;5;106,45;3;"19910706";"69";"37505";"2";"3";"2";"1";"1";"1";"3";"824";"4";"1";"1910";"noband"
2;35;56;15;80;0,8125;40;8,6;2100;53,8;37,6;8;0;1,7;1;30;5;100;3;"19910428";"64";"35871";"2";"2";"2";"1";"1";"2";"3";"824";"4";"1";"1911";"noband"
2;40;38;16;92;0,625;25;1,1;1900;53,8;45,2;0;0;2,5;1;30;2;100;3;"19900409";"27";"34683";"2";"3";"2";"1";"1";"2";"4";"815";"4";"3";"1910";"noband"
1;55;50;14;80;0,625;32;8;2000;60;32;0;0;2,5;0,9;35;5;93,55;1;"19901002";"48";"36197";"2";"3";"4";"1";"1";"1";"4";"815";"4";"3";"1910";"band"
9;55;55;16,3;100;1;34,6546110440613;0;1650;58,8;41,2;0;0;2,76902313359925;1,13832692733649;40;5;106,66;3;"19910502";"53";"47203";"3";"3";"2";"1";"1";"1";"2";"813";"2";"3";"1910";"band"
2;40;43;16,5;72;0,625;20;9,1;2000;56,8;34,1;4;0;2,5;0,5;35;5;103,22;3;"19910318";"48";"37355";"2";"3";"4";"1";"1";"2";"3";"827";"4";"3";"1910";"noband"
6;50;59;15;90;0,75;33,0039099846651;0;1500;58,8;41,2;0;0;2,5;1;40;3;100;3;"19900622";"18";"36911";"3";"3";"4";"2";"1";"1";"2";"813";"2";"3";"1910";"band"
9;37;43;14;80;1,25;20;6,25;0,916592357219395;52,1;41,7;0;0;3;1,5;33;5;106,66;3;"19910402";"63";"35814";"2";"3";"4";"1";"1";"2";"3";"827";"3";"1";"1911";"noband"
1;50;53;16;65;0,75;28,4801628174756;15,8;1300;49,5;34,7;0;0;2,5;1;28;3;93,5;3;"19900614";"25";"34397";"3";"3";"4";"3";"1";"2";"2";"813";"2";"2";"1910";"noband"
2;45;41;17;78;0,75;16;14,1;1100;50,5;35,4;0;0;2,5;1;50;5;96,97;3;"19910223";"8";"35335";"3";"3";"4";"3";"1";"2";"3";"827";"4";"3";"1911";"band"
6;50;58;16;77,5412859259155;0,875;24;0;2200;58,8;41,2;0;0;1,2;0,6;30;6;93,75;3;"19900625";"69";"36058";"2";"3";"2";"1";"1";"2";"3";"824";"4";"1";"1911";"noband"
9;40;54;15,8;76;0,5;38;5,6;1736;55,6;38,9;0;0;2,5;1,5;35;5;103,125;3;"19910409";"11";"37822";"2";"3";"4";"1";"1";"2";"4";"816";"2";"3";"1911";"noband"
2;40,7979954155954;60;15;78;0,625;34;15;1750;50;35;0;0;2,5;1;33;4,3181209961704;95,8202540022146;3;"19900611";"14";"37874";"2";"3";"2";"1";"1";"2";"4";"815";"2";"1";"1910";"noband"
2;62;52;15;78;0,75;28;5,9;1400;58,8;35,3;4;0;2,5;0,8;40;5;103,22;3;"19901230";"53";"48201";"3";"3";"4";"3";"1";"2";"4";"815";"2";"3";"1911";"band"
5;60;38;16,4;64;0,75;29,5799879685882;11;1400;54,9;34,1;0;0;2,5;1;32;5;103,22;3;"19910123";"66";"35521";"3";"3";"4";"3";"1";"2";"2";"813";"2";"1";"1910";"noband"
9;35;43;13;75;0,75;28,651466484282;0;2000;62,5;37,5;0;0;2,5;1,1;30;5;100;3;"19901027";"70";"34996";"2";"3";"2";"1";"1";"2";"4";"816";"4";"3";"1910";"band"
7;32;42;16;70;0,625;48;0;1350;63,9;36,1;0;0;3;1;34;5;100;3;"19901209";"3";"27490";"2";"3";"4";"1";"1";"1";"1";"802";"2";"3";"1910";"noband"
1;50;52;15,6;71;0,75;30,4474253969564;20,6;1700;46,7;32,7;0;0;2,5;0,6;40;5;106,66;3;"19910505";"53";"47203";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1910";"noband"
10;30;56;14,7;83;1;30;10,8;1600;53,8;35,5;0;6;2,6;1,2;40;3;100;3;"19900818";"49";"34154";"3";"3";"4";"3";"1";"1";"3";"828";"4";"1";"1910";"noband"
1;35;56;15,1;81;0,75;32;4,79539680074041;2000;54,4210004199601;37,7729274335863;1,50208569918425;0,0300758325455729;2,5;1;32,7239111847866;5;102,94;3;"19920610";"63";"34465";"2";"3";"2";"1";"1";"2";"4";"816";"3";"3";"1910";"band"
9;47;43;16;80;0,5625;30;9,1;2400;50,5;40,4;0;0;2,5;1,1;30;5;103,125;3;"19910405";"59";"35754";"2";"3";"2";"1";"1";"2";"3";"824";"4";"1";"1910";"noband"
9;52;54;16,3;90;0,75;38;0;1800;62,5;38,5;0;0;2,9;1,1;33;3;100;3;"19900606";"19";"36024";"3";"3";"2";"3";"1";"1";"4";"815";"4";"1";"1910";"noband"
9;52;40;16;75;0,3125;30;5,6;1467;55,6;38,8;0;0;2,5;1,3;40;5;108,06;3;"19910104";"51";"39039";"3";"3";"4";"3";"1";"2";"4";"816";"2";"3";"1910";"noband"
7;45;42;14,8;72;0,625;20;0;1800;58,8;41,2;0;0;2,5;0,9;34;5;106,25;3;"19901206";"65";"25450";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1910";"noband"
2;57;54;16,2;79;0,5;23;19;1500;47,6;33,4;5;0;3;1;32;3;93,3;3;"19900730";"25";"23050";"3";"3";"4";"3";"1";"2";"4";"816";"2";"3";"1910";"noband"
7;40,6701996116659;55;15,5;76;0,75;30;4,7966367621035;1750;51,1766125517452;35,499382685058;1,25092364808151;0,0368291657212615;2,5;1,2;31,4295982178731;5;96,9;3;"19921004";"67";"24780";"2";"3";"3";"3";"1";"2";"3";"821";"4";"3";"1911";"band"
2;37;41;15;80;0,5;30;0;2398;58,8;41,2;9;0;2,5;0,7;30;5;106,45;3;"19901214";"63";"34556";"2";"3";"2";"1";"1";"2";"4";"816";"3";"1";"1910";"noband"
9;30;48;15;88;0,75;35;7,7;1,13892479011164;57,7;34,6;0;0;2,8;0,8;30;5;100;1;"19900926";"63";"34551";"2";"3";"2";"1";"1";"2";"4";"815";"3";"1";"1910";"noband"
2;50;65;16;80;0,5;28;12,5;1550;50;37,5;0;0;2,5;1,5;34;5;106,45;3;"19910924";"36";"39027";"3";"3";"4";"3";"1";"2";"4";"816";"2";"3";"1911";"band"
2;50;55;13,86;70;0,625;47;10,2;1635;51;38,8;0;0;3;1;40;5;100;3;"19910507";"53";"47203";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"noband"
1;32;47;16,1;88;0,3125;28;0;2189;62,5;37,5;0;0;2,4;0,8;30;5;100;3;"19901125";"64";"34759";"2";"2";"2";"1";"1";"2";"4";"816";"3";"1";"1910";"noband"
5;30;45;14;65;0,659420788542948;28,1560624045646;0;1600;62,5;37,5;0;0;2,5;0,8;33;5;100;3;"19910129";"41";"38064";"2";"3";"2";"1";"1";"1";"2";"813";"2";"1";"1911";"noband"
2;45;53;15,2;78;1;30,6691565487402;13,3;2150;51;35,7;2;0;2,5;1,1;30;3;111,1;3;"19900801";"69";"36882";"2";"3";"2";"1";"1";"2";"4";"816";"4";"1";"1910";"noband"
2;30;45;17;70;0,75;35;0;2200;58,8;41,2;0;0;2,5;1;33;5;106,45;3;"19910118";"6";"37157";"2";"3";"2";"1";"1";"1";"3";"828";"4";"1";"1910";"band"
2;40;57;16;86;0,8125;30;5,62465508874448;1700;55,4314685223607;38,4184499535867;1,11333074258814;0,052667112602779;2,5;1;35,0241838319469;5;102,94;3;"19920603";"64";"34157";"2";"3";"4";"3";"1";"2";"3";"824";"4";"3";"1910";"band"
2;45;42;14,9;75;1;25;10,5;1660;52,6;36,9;0;0;2,5;1;30;5;101,67;3;"19901105";"63";"34553";"2";"3";"2";"1";"1";"2";"3";"827";"3";"1";"1910";"noband"
9;44,4038573300906;52;18;82;1;25;5,27347489058907;1880;55,6926538561579;38,6279588226843;1,33116184770616;0,0416734329213016;1;1;34,3255613586431;5;112,5;3;"19941005";"48";"85813";"2";"3";"3";"3";"1";"2";"3";"827";"4";"3";"1910";"band"
9;50;62;14,9;96;0,75;26;11;1950;50;39;0;0;2,8;0,8;33;5;110;3;"19910524";"40";"37915";"2";"3";"2";"1";"1";"2";"4";"815";"4";"3";"1911";"noband"
7;50;62;11,2;80;0,761839499726669;50;0;1570;58,8;41,2;0;0;3;1;38;5;103,23;3;"19910810";"18";"37001";"3";"3";"4";"3";"1";"2";"1";"802";"2";"3";"1911";"band"
9;30;58;15;98;0,75;30;0;2300;58,8;41,2;6;0;2,25;1;30;3;100;3;"19900615";"69";"36057";"2";"3";"2";"1";"1";"2";"3";"827";"4";"1";"1910";"noband"
2;40;43;17,2;78;0,9375;28,7013591684091;1;2180;58,3;40,7;2;0;2,4;0,8;33;5;96,77;3;"19901102";"6";"34588";"2";"3";"2";"1";"1";"2";"4";"815";"4";"1";"1910";"band"
9;37;59;16;75;0,75;20;4,3;0,899129228558065;54,3;41,3;0;0;2,5;1,5;33;5;106,45;3;"19910415";"48";"32360";"2";"3";"4";"1";"1";"2";"3";"827";"4";"3";"1911";"noband"
2;60;56;16;87;0,625;26;10,5;1450;50,5;39;3;0;3;1,3;40;5;93,75;3;"19900726";"58";"36644";"3";"3";"4";"3";"3";"1";"4";"816";"2";"3";"1911";"band"
2;50;48;15,5;68;0,8125;30;0;1900;57,4;42,6;10;0;1,5;1;30;2;100;3;"19900517";"64";"34752";"2";"2";"2";"1";"1";"2";"3";"824";"4";"3";"1910";"noband"
2;50;47;16;92;0,75;35;0;1800;68;32;1;0;2,6;1,2;30;5;100;3;"19901115";"70";"34997";"2";"3";"2";"1";"1";"2";"4";"815";"4";"1";"1910";"band"
9;45;42;14;70;1;20;8;1850;57,5;34,5;0;0;2;0,7;35;5;107,4;3;"19910201";"48";"37352";"2";"3";"2";"1";"1";"2";"3";"827";"4";"4";"1911";"band"
2;40;49;17;75;0,625;30;0;1600;58,8;41,2;0;0;2,5;0,65;33;5;109,6;3;"19910920";"13";"37068";"2";"3";"2";"1";"1";"2";"3";"821";"4";"3";"1911";"band"
7;41,1813870969306;60;14,8;80;0,625;25;4,76397753491146;1850;52,283793873722;36,2776850168702;1,35477995722571;0,0335650037125297;2,5;1;31,7975814610068;5;96,9;3;"19920918";"48";"34534";"2";"3";"3";"3";"1";"2";"3";"821";"3";"3";"1911";"band"
9;50;43;16;82;0,875;30;0;2270;55,6;44,4;12;0;2;1;30;5;103,22;3;"19910214";"59";"35752";"2";"3";"2";"1";"1";"2";"3";"824";"4";"1";"1910";"noband"
2;45,2999994786588;46;17;80;0,25;25;5,63958528289173;1700;55,5204565393049;38,4796807359443;1,11179682915651;0,0529272941691864;2,5;1,5;35,0939034418152;1;117,7;2;"19930113";"53";"47401";"2";"3";"2";"1";"1";"2";"1";"816";"2";"3";"1911";"band"
2;35;42;15;75;0,75;30;0;2100;58,8;41,2;0;0;2;0,8;30;5;107,4;3;"19910201";"70";"37080";"2";"3";"2";"1";"1";"1";"3";"828";"4";"1";"1911";"band"
9;40;47;16,53;78;0,8125;24;0;2189;58,8;41,2;0;0;2;0,8;30;5;100;3;"19901125";"64";"34759";"2";"2";"2";"1";"1";"2";"4";"816";"3";"1";"1910";"noband"
2;50;45;15,2;72;1;25;5,9;2150;58,8;35,3;0;0;2,5;1;35;5;107,4;3;"19910130";"48";"37352";"2";"3";"4";"1";"1";"2";"3";"827";"4";"4";"1911";"noband"
7;45;62;15;76;0,75;50;0;1500;58,8;41,2;0;0;3;1,2;38;5;103,225;3;"19910810";"18";"37001";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1911";"band"
5;42;54;15;70;0,692045331276125;29,9326869597032;13,4;1500;48,1;38,5;2;0;2,5;1;60;7;93,75;3;"19900824";"23";"34399";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1910";"noband"
2;45;56;14,9;85;1;30;17,3;1600;48,1;34,6;0;0;2,8;1;40;3;100;3;"19900818";"49";"34154";"3";"3";"4";"3";"1";"1";"3";"828";"4";"3";"1910";"noband"
9;42;58;15;76;1;20;5,4;2000;54,3;40,2;0;0;2,5;1;35;5;103,33;3;"19910607";"48";"37365";"2";"3";"4";"1";"1";"2";"3";"827";"4";"3";"1910";"band"
2;55;50;17;78;0,25;32;9,7;1900;52,2;38,1;0;0;3;0,9;35;5;96,97;1;"19901002";"48";"36197";"2";"3";"4";"3";"1";"2";"4";"816";"4";"2";"1911";"band"
2;55;56;21;80;0,875;35;5,79771170159293;1650;55,8054492351497;38,6674580697091;1,04479386281494;0,0570439912150267;2,1;0,6;35,5694367062542;5;100;3;"19920530";"24";"34763";"3";"3";"4";"3";"1";"2";"3";"824";"4";"3";"1911";"band"
9;35;45;14,1;65;1;30,0435856806012;0;1500;59,5;40,5;0;0;2,6;1;40;5;109,67;3;"19910307";"53";"47202";"2";"3";"2";"3";"1";"2";"2";"813";"2";"3";"1910";"noband"
2;42;42;14,5;78;1;28;0;1800;61,7;38,3;0;0;2,5;2;40;5;100;3;"19901209";"62";"35001";"3";"3";"4";"2";"1";"1";"4";"816";"3";"3";"1910";"band"
9;30;53;15;80;0,75;30;15;2290;50;35;0;0;2,5;1;33;5;110,7;3;"19901008";"6";"34587";"2";"3";"2";"1";"1";"1";"3";"827";"4";"1";"1911";"noband"
2;40;50;13,5;75;0,75;45;0;1700;58,8;41,2;0;0;3;0,6;40;3;100;3;"19900810";"62";"36776";"3";"3";"4";"3";"3";"2";"1";"802";"3";"3";"1910";"noband"
2;45;47;14;80;0,75;20;18;1800;45;37;0;0;2,5;0,8;40;5;96,9;3;"19900705";"65";"25428";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1911";"noband"
7;47;58;13,1;70;0,711475421014117;55;10;1660;50;40;0;0;2,9;1;34;5;96,88;3;"19910822";"62";"35529";"3";"3";"4";"3";"1";"2";"1";"802";"3";"3";"1911";"band"
9;30;58;15,9;81;0,625;30;0;2150;62,5;37,5;10;0;2,5;1;30;3;90;3;"19900615";"63";"34547";"2";"3";"2";"1";"1";"2";"4";"815";"3";"1";"1910";"noband"
9;50;50;14,5;84;0,25;24;20,7;1500;41,3;38;0;0;3;0,6;40;2;103,3;3;"19900509";"53";"47103";"3";"3";"4";"3";"3";"2";"4";"816";"2";"3";"1910";"band"
7;45;41;13,3;70;0,75;50;0;1700;63,9;36,1;0;0;3;0,7;38;5;117,85;3;"19901215";"37";"34099";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"noband"
1;40;49;14;82;0,625;30;0;2150;65,2;34,8;1;0;2,5;0,9;30;5;93,75;1;"19900924";"63";"34551";"2";"3";"2";"1";"1";"1";"4";"815";"3";"1";"1910";"band"
2;30;58;15;96;0,75;30;0;2300;58,8;41,2;6;0;3;0,75;30;3;100;3;"19900615";"69";"36057";"2";"3";"2";"1";"1";"2";"3";"827";"4";"1";"1910";"noband"
2;35;55;15;70;0,5;32;0;1950;58,8;41,2;0;0;2,5;1,3;30;3;100;3;"19900804";"68";"34483";"2";"3";"2";"3";"1";"2";"4";"816";"4";"3";"1910";"band"
2;45;41;16,1;74;1;30;0;1800;62,5;37,5;1;0;2,5;1,2;30;5;106,45;3;"19901214";"28";"34693";"2";"3";"2";"1";"1";"2";"3";"828";"4";"1";"1910";"noband"
5;50;52;17;69;0,75;31,199466567733;0;1700;58,8;41,2;0;0;2,2;0,9;40;5;106,66;3;"19910505";"53";"47203";"3";"3";"4";"3";"1";"2";"2";"813";"2";"3";"1910";"noband"
9;35;59;16,1;84;0,733798390366121;30;0;2500;55;45;0;0;2,5;1,1;30;5;100;3;"19910730";"59";"35761";"2";"3";"2";"1";"1";"2";"3";"828";"4";"3";"1910";"noband"
2;65;61;14,8;80;0,375;45;19,5;1660;42,4;38,1;0;0;3;1;32;3;105,2;3;"19900723";"66";"35683";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"noband"
2;42,5134194493527;53;17;73;0,75;35;4,69145847868301;2100;55,1060372573809;38,2607951722614;1,61347345909773;0,0255639368826291;2,6;1,3;32,7601208625265;5;113,3;3;"19941004";"48";"85813";"2";"3";"3";"1";"1";"2";"3";"828";"4";"3";"1910";"band"
7;40;40;14,5;72;0,625;34;5,03203499196707;1620;50,8802955670977;35,2739886784091;1,09555027824747;0,0444492892951231;2,5;1,3;31,8494146545157;5;102;3;"19920402";"33";"23233";"3";"3";"4";"1";"1";"2";"3";"821";"4";"3";"1911";"band"
9;45;42;14;80;0,658734457697636;20;7,6;0,749465369128837;54,3;38,1;0;0;2,68555051899826;1,10108388933063;30;5;101,67;3;"19901105";"63";"34553";"2";"3";"2";"1";"1";"2";"3";"827";"3";"1";"1910";"noband"
2;25;38;13;75;0,625;25;0;1600;57,5;42,5;0;0;2,5;0,85;30;5;103,12;3;"19910215";"17";"37441";"2";"3";"2";"1";"1";"2";"3";"821";"4";"1";"1911";"noband"
9;47;53;15;72;0,75;25;22;1500;45,9;32,1;0;0;2,5;0,8;35;5;114,3;3;"19901007";"48";"36197";"2";"3";"4";"3";"1";"2";"4";"815";"4";"2";"1911";"band"
9;50;45;15;76;1;30;8;2150;57,5;34,5;0;0;2,5;1;35;5;107,4;3;"19910130";"48";"37352";"2";"3";"4";"1";"1";"2";"3";"827";"4";"4";"1911";"noband"
2;50;40;16,8;76;0,4375;28;8,6;1467;53,8;37,6;5;0;2,5;0,8;40;5;103,87;3;"19910104";"51";"38039";"3";"3";"4";"3";"1";"2";"4";"816";"2";"3";"1910";"noband"
9;40;42;12,7;84;0,5;32;0;1750;62,5;37,5;0;0;2,5;0,9;40;5;100;3;"19901209";"62";"35001";"3";"3";"4";"3";"1";"2";"4";"816";"3";"3";"1910";"noband"
9;37;54;14,5;80;1;20;10,9;2400;54,3;34,8;0;0;2,5;0,4;30;5;103,3;3;"19900606";"63";"34546";"2";"3";"2";"1";"1";"2";"4";"816";"3";"1";"1911";"noband"
2;50;58;13,5;100;0,75;35;0;1750;55,5;44,5;3;0;2,7;0,5;40;3;100;3;"19900708";"51";"36784";"3";"3";"4";"3";"1";"1";"4";"815";"2";"3";"1910";"band"
2;45;41;13,3;70;0,75;50;0;1700;60,2;39,8;0;0;3;0,8;38;5;117,85;3;"19901215";"37";"34099";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"noband"
9;30;50;15,8;92;1;29,6069977456104;0;2400;58,5;41,2;2;0;3;1,4;33;3;96,8;3;"19900807";"6";"34585";"2";"3";"2";"1";"1";"2";"3";"828";"4";"1";"1910";"noband"
7;50;52;14;80;0,75;60;4,4;1700;54,9;40,7;0;0;2,5;1;40;2;100;3;"19900505";"53";"47103";"3";"3";"4";"3";"1";"1";"1";"802";"2";"3";"1910";"band"
9;40;64;15,4;88;0,5625;24;4,4;1835;55,5;40;2;0;2;1,3;30;5;106,45;3;"19910706";"69";"37505";"2";"3";"2";"1";"1";"1";"3";"824";"4";"1";"1910";"noband"
2;50;43;14,02;68;0,75;56;7,4;1800;53,2;39,4;0;0,5;3;1,3;40;5;109,67;3;"19910308";"53";"47202";"2";"3";"4";"3";"3";"2";"1";"802";"2";"3";"1910";"noband"
9;47;65;14;80;0,5;27;11,5;1725;52,1;36,4;3;0;3;0,9;34;5;103,125;3;"19910712";"2";"24780";"2";"3";"4";"1";"1";"2";"4";"816";"2";"3";"1911";"noband"
1;55;48;14,5;76;0,5;30;8;2000;60;32;0;0;2,5;1;35;5;93,55;1;"19901002";"48";"36197";"2";"3";"4";"1";"1";"2";"4";"815";"4";"3";"1910";"band"
7;45;57;14;76;0,75;20;3,4;1800;56,2;40,4;2;0;2;0,8;34;5;103,125;3;"19910508";"65";"25520";"3";"3";"4";"3";"1";"2";"3";"821";"4";"3";"1910";"band"
2;35;48;14,5;74;0,75;20;0;2225;62,5;37,5;4;0;2;1,2;33;5;106,25;1;"19900926";"68";"36578";"2";"3";"2";"1";"1";"1";"3";"827";"4";"2";"1911";"noband"
9;35;42;15,9;78;0,375;32;0;2150;62,5;37,5;0;0;1,7;0,9;30;5;101,67;3;"19901030";"70";"34996";"2";"3";"2";"1";"1";"2";"4";"816";"4";"3";"1910";"band"
